timestamp,actual_pm25,persistence_prediction,seasonal_prediction,xgboost_prediction
2016-12-12 04:00:00,105.0,91.0,58.94254892122429,119.370224
2016-12-12 05:00:00,95.0,60.0,58.94254892122429,115.64681
2016-12-12 06:00:00,84.0,48.0,58.94254892122429,91.3821
2016-12-12 09:00:00,90.0,51.0,58.94254892122429,82.63476
2016-12-12 10:00:00,80.0,58.0,58.94254892122429,88.21646
2016-12-12 12:00:00,78.0,60.0,58.94254892122429,85.67101
2016-12-12 15:00:00,143.0,65.0,58.94254892122429,83.60782
2016-12-12 17:00:00,162.0,70.0,58.94254892122429,81.14606
2016-12-12 18:00:00,174.0,74.0,58.94254892122429,84.16112
2016-12-12 20:00:00,164.0,83.0,58.94254892122429,99.62316
2016-12-12 21:00:00,153.0,84.0,58.94254892122429,100.02471
2016-12-12 22:00:00,150.0,78.0,58.94254892122429,90.72757
2016-12-12 23:00:00,160.0,84.0,58.94254892122429,91.52953
2016-12-13 00:00:00,140.0,88.0,58.94254892122429,105.09248
2016-12-13 02:00:00,187.0,114.0,58.94254892122429,102.37801
2016-12-13 03:00:00,180.0,99.0,58.94254892122429,102.17452
2016-12-13 04:00:00,175.0,102.0,58.94254892122429,101.946014
2016-12-13 05:00:00,165.0,92.0,58.94254892122429,104.906494
2016-12-13 06:00:00,156.0,99.0,58.94254892122429,94.8845
2016-12-13 07:00:00,152.0,100.0,58.94254892122429,92.307014
2016-12-13 08:00:00,156.0,88.0,58.94254892122429,98.47724
2016-12-13 09:00:00,98.0,95.0,58.94254892122429,97.155685
2016-12-13 10:00:00,104.0,95.0,58.94254892122429,87.826614
2016-12-13 12:00:00,95.0,86.0,58.94254892122429,92.02457
2016-12-13 14:00:00,89.0,77.0,58.94254892122429,93.91167
2016-12-13 15:00:00,97.0,71.0,58.94254892122429,96.08977
2016-12-13 16:00:00,94.0,69.0,58.94254892122429,94.90497
2016-12-13 17:00:00,114.0,76.0,58.94254892122429,101.857666
2016-12-13 18:00:00,108.0,88.0,58.94254892122429,103.45672
2016-12-13 19:00:00,122.0,96.0,58.94254892122429,98.34052
2016-12-13 20:00:00,84.0,95.0,58.94254892122429,97.74716
2016-12-13 21:00:00,76.0,99.0,58.94254892122429,99.89585
2016-12-13 22:00:00,75.0,109.0,58.94254892122429,102.54459
2016-12-13 23:00:00,78.0,104.0,58.94254892122429,102.01859
2016-12-14 00:00:00,76.0,107.0,58.94254892122429,127.11692
2016-12-14 16:00:00,138.0,177.0,58.94254892122429,114.39295
2016-12-14 17:00:00,134.0,168.0,58.94254892122429,116.60248
2016-12-15 15:00:00,109.0,143.0,58.94254892122429,107.5386
2016-12-15 16:00:00,107.0,162.0,58.94254892122429,106.742775
2016-12-15 17:00:00,111.0,162.0,58.94254892122429,103.18316
2016-12-15 18:00:00,124.0,174.0,58.94254892122429,104.01979
2016-12-16 04:00:00,168.0,175.0,58.94254892122429,118.341324
2016-12-16 05:00:00,174.0,165.0,58.94254892122429,114.94463
2016-12-16 08:00:00,170.0,156.0,58.94254892122429,98.52572
2016-12-16 09:00:00,170.0,98.0,58.94254892122429,96.282814
2016-12-16 10:00:00,162.0,104.0,58.94254892122429,94.1329
2016-12-16 11:00:00,152.0,101.0,58.94254892122429,100.99838
2016-12-16 12:00:00,160.0,95.0,58.94254892122429,104.27809
