timestamp,actual_pm25,persistence_prediction,seasonal_prediction,xgboost_prediction
2016-12-08 03:00:00,92.0,203.0,58.341875961045616,66.43919
2016-12-08 04:00:00,105.0,185.0,58.341875961045616,67.07453
2016-12-08 05:00:00,95.0,212.0,58.341875961045616,65.629715
2016-12-08 06:00:00,84.0,204.0,58.341875961045616,69.55623
2016-12-08 07:00:00,77.0,228.0,58.341875961045616,68.03377
2016-12-09 01:00:00,163.0,192.0,58.341875961045616,71.093704
2016-12-09 02:00:00,187.0,184.0,58.341875961045616,76.930145
2016-12-09 03:00:00,180.0,162.0,58.341875961045616,67.78552
2016-12-09 04:00:00,175.0,164.0,58.341875961045616,66.84393
2016-12-09 05:00:00,165.0,156.0,58.341875961045616,75.35439
2016-12-09 06:00:00,156.0,145.0,58.341875961045616,82.153824
2016-12-09 07:00:00,152.0,153.0,58.341875961045616,70.66338
2016-12-09 12:00:00,95.0,188.0,58.341875961045616,80.97842
2016-12-09 13:00:00,92.0,203.0,58.341875961045616,85.21249
2016-12-09 14:00:00,89.0,229.0,58.341875961045616,86.39599
2016-12-09 15:00:00,97.0,206.0,58.341875961045616,84.66771
2016-12-09 16:00:00,94.0,162.0,58.341875961045616,80.42555
2016-12-09 17:00:00,114.0,149.0,58.341875961045616,82.07329
2016-12-09 18:00:00,108.0,148.0,58.341875961045616,80.92164
2016-12-09 19:00:00,122.0,148.0,58.341875961045616,81.13878
2016-12-09 20:00:00,84.0,141.0,58.341875961045616,78.14066
2016-12-09 21:00:00,76.0,153.0,58.341875961045616,75.03133
2016-12-09 22:00:00,75.0,146.0,58.341875961045616,71.7246
2016-12-09 23:00:00,78.0,134.0,58.341875961045616,77.90416
2016-12-10 00:00:00,76.0,137.0,58.341875961045616,78.25558
2016-12-10 01:00:00,85.0,158.0,58.341875961045616,78.13089
2016-12-10 02:00:00,97.0,164.0,58.341875961045616,81.6076
2016-12-10 03:00:00,95.0,154.0,58.341875961045616,77.710594
2016-12-10 04:00:00,101.0,169.0,58.341875961045616,70.824776
2016-12-10 05:00:00,109.0,162.0,58.341875961045616,68.629684
2016-12-10 06:00:00,112.0,169.0,58.341875961045616,72.819664
2016-12-10 07:00:00,93.0,193.0,58.341875961045616,74.54016
2016-12-10 08:00:00,92.0,184.0,58.341875961045616,80.331795
2016-12-10 09:00:00,81.0,164.0,58.341875961045616,70.21228
2016-12-10 10:00:00,106.0,158.0,58.341875961045616,79.9072
2016-12-10 11:00:00,122.0,145.0,58.341875961045616,83.39696
2016-12-10 12:00:00,130.0,118.0,58.341875961045616,84.25325
2016-12-10 13:00:00,127.0,108.0,58.341875961045616,90.046875
2016-12-10 14:00:00,134.0,102.0,58.341875961045616,96.4344
2016-12-10 15:00:00,155.0,100.0,58.341875961045616,99.69774
2016-12-10 16:00:00,138.0,91.0,58.341875961045616,103.5405
