station_code,station_name,year,horizon,horizon_hours,predictor,total_rows,target_available_samples,predictor_available_samples,usable_samples,usable_pct
2880A,DSXL,2020,30d,720,O3-8h,8784,8352,8652,8352,95.08196721311475
2880A,DSXL,2021,30d,720,O3-8h,8049,6802,7850,6769,84.09740340414959
2880A,DSXL,2015,30d,720,CO,8760,7496,8110,7470,85.27397260273972
2880A,DSXL,2016,30d,720,CO,8784,8055,8479,8053,91.67805100182149
2880A,DSXL,2017,30d,720,CO,8760,8242,8502,8228,93.9269406392694
2880A,DSXL,2018,30d,720,CO,8760,7677,8196,7648,87.30593607305937
2880A,DSXL,2019,30d,720,CO,8760,8011,8331,7958,90.84474885844749
2880A,DSXL,2020,30d,720,CO,8784,8352,8565,8289,94.36475409836066
2880A,DSXL,2021,30d,720,CO,8049,6802,7798,6765,84.04770778978755
2880A,DSXL,2015,30d,720,U10,8760,7496,8753,7496,85.57077625570776
2880A,DSXL,2016,30d,720,U10,8784,8055,8784,8055,91.70081967213115
2880A,DSXL,2017,30d,720,U10,8760,8242,8760,8242,94.08675799086758
2880A,DSXL,2018,30d,720,U10,8760,7677,8760,7677,87.63698630136987
2880A,DSXL,2019,30d,720,U10,8760,8011,8760,8011,91.44977168949772
2880A,DSXL,2020,30d,720,U10,8784,8352,8784,8352,95.08196721311475
2880A,DSXL,2021,30d,720,U10,8049,6802,8048,6801,84.49496831904585
2880A,DSXL,2015,30d,720,V10,8760,7496,8753,7496,85.57077625570776
2880A,DSXL,2016,30d,720,V10,8784,8055,8784,8055,91.70081967213115
2880A,DSXL,2017,30d,720,V10,8760,8242,8760,8242,94.08675799086758
2880A,DSXL,2018,30d,720,V10,8760,7677,8760,7677,87.63698630136987
2880A,DSXL,2019,30d,720,V10,8760,8011,8760,8011,91.44977168949772
2880A,DSXL,2020,30d,720,V10,8784,8352,8784,8352,95.08196721311475
2880A,DSXL,2021,30d,720,V10,8049,6802,8048,6801,84.49496831904585
2880A,DSXL,2015,30d,720,T2,8760,7496,8753,7496,85.57077625570776
2880A,DSXL,2016,30d,720,T2,8784,8055,8784,8055,91.70081967213115
2880A,DSXL,2017,30d,720,T2,8760,8242,8760,8242,94.08675799086758
2880A,DSXL,2018,30d,720,T2,8760,7677,8760,7677,87.63698630136987
2880A,DSXL,2019,30d,720,T2,8760,8011,8760,8011,91.44977168949772
2880A,DSXL,2020,30d,720,T2,8784,8352,8784,8352,95.08196721311475
2880A,DSXL,2021,30d,720,T2,8049,6802,8048,6801,84.49496831904585
2880A,DSXL,2015,30d,720,RH2,8760,7496,8753,7496,85.57077625570776
2880A,DSXL,2016,30d,720,RH2,8784,8055,8784,8055,91.70081967213115
2880A,DSXL,2017,30d,720,RH2,8760,8242,8760,8242,94.08675799086758
2880A,DSXL,2018,30d,720,RH2,8760,7677,8760,7677,87.63698630136987
2880A,DSXL,2019,30d,720,RH2,8760,8011,8760,8011,91.44977168949772
2880A,DSXL,2020,30d,720,RH2,8784,8352,8784,8352,95.08196721311475
2880A,DSXL,2021,30d,720,RH2,8049,6802,8049,6802,84.50739222263635
2880A,DSXL,2015,30d,720,PBLH,8760,7496,8753,7496,85.57077625570776
2880A,DSXL,2016,30d,720,PBLH,8784,8055,8784,8055,91.70081967213115
2880A,DSXL,2017,30d,720,PBLH,8760,8242,8760,8242,94.08675799086758
2880A,DSXL,2018,30d,720,PBLH,8760,7677,8760,7677,87.63698630136987
2880A,DSXL,2019,30d,720,PBLH,8760,8011,8760,8011,91.44977168949772
2880A,DSXL,2020,30d,720,PBLH,8784,8352,8784,8352,95.08196721311475
2880A,DSXL,2021,30d,720,PBLH,8049,6802,8048,6801,84.49496831904585
3136A,LQXQ,2015,48h,48,PM10,8760,7126,5166,4537,51.79223744292237
3136A,LQXQ,2017,48h,48,PM10,8760,7510,7067,6485,74.0296803652968
3136A,LQXQ,2018,48h,48,PM10,8760,7747,7938,7605,86.81506849315068
3136A,LQXQ,2019,48h,48,PM10,8760,7787,8251,7747,88.43607305936074
3136A,LQXQ,2020,48h,48,PM10,8784,8305,8545,8299,94.47859744990893
3136A,LQXQ,2021,48h,48,PM10,8049,7613,7838,7609,94.53348242017641
3136A,LQXQ,2015,48h,48,SO2,8760,7126,7939,7037,80.3310502283105
3136A,LQXQ,2017,48h,48,SO2,8760,7510,8139,7491,85.51369863013699
3136A,LQXQ,2018,48h,48,SO2,8760,7747,8074,7728,88.21917808219179
3136A,LQXQ,2019,48h,48,SO2,8760,7787,8271,7745,88.41324200913242
3136A,LQXQ,2020,48h,48,SO2,8784,8305,8511,8243,93.84107468123861
3136A,LQXQ,2021,48h,48,SO2,8049,7613,7809,7570,94.0489501801466
3136A,LQXQ,2015,48h,48,NO2,8760,7126,7954,7060,80.59360730593608
3136A,LQXQ,2017,48h,48,NO2,8760,7510,8147,7493,85.53652968036529
3136A,LQXQ,2018,48h,48,NO2,8760,7747,8063,7718,88.10502283105023
3136A,LQXQ,2019,48h,48,NO2,8760,7787,8259,7733,88.27625570776256
3136A,LQXQ,2020,48h,48,NO2,8784,8305,8503,8232,93.71584699453553
3136A,LQXQ,2021,48h,48,NO2,8049,7613,7796,7556,93.87501552987949
3136A,LQXQ,2015,48h,48,O3-8h,8760,7126,8002,7101,81.06164383561644
3136A,LQXQ,2017,48h,48,O3-8h,8760,7510,8172,7506,85.68493150684931
3136A,LQXQ,2018,48h,48,O3-8h,8760,7747,8111,7747,88.43607305936074
3136A,LQXQ,2019,48h,48,O3-8h,8760,7787,8326,7786,88.88127853881278
3136A,LQXQ,2020,48h,48,O3-8h,8784,8305,8569,8278,94.23952641165756
3136A,LQXQ,2021,48h,48,O3-8h,8049,7613,7845,7586,94.24773263759472
3136A,LQXQ,2015,48h,48,CO,8760,7126,7852,6959,79.44063926940639
3136A,LQXQ,2017,48h,48,CO,8760,7510,8135,7480,85.38812785388129
3136A,LQXQ,2018,48h,48,CO,8760,7747,8076,7729,88.23059360730593
3136A,LQXQ,2019,48h,48,CO,8760,7787,8277,7750,88.4703196347032
3136A,LQXQ,2020,48h,48,CO,8784,8305,8544,8274,94.19398907103826
3136A,LQXQ,2021,48h,48,CO,8049,7613,7815,7573,94.08622189091813
3136A,LQXQ,2015,48h,48,U10,8760,7126,8753,7126,81.34703196347031
3136A,LQXQ,2017,48h,48,U10,8760,7510,8760,7510,85.73059360730593
3136A,LQXQ,2018,48h,48,U10,8760,7747,8760,7747,88.43607305936074
3136A,LQXQ,2019,48h,48,U10,8760,7787,8760,7787,88.89269406392694
3136A,LQXQ,2020,48h,48,U10,8784,8305,8784,8305,94.54690346083788
3136A,LQXQ,2021,48h,48,U10,8049,7613,8048,7612,94.57075413094795
3136A,LQXQ,2015,48h,48,V10,8760,7126,8753,7126,81.34703196347031
3136A,LQXQ,2017,48h,48,V10,8760,7510,8760,7510,85.73059360730593
3136A,LQXQ,2018,48h,48,V10,8760,7747,8760,7747,88.43607305936074
3136A,LQXQ,2019,48h,48,V10,8760,7787,8760,7787,88.89269406392694
3136A,LQXQ,2020,48h,48,V10,8784,8305,8784,8305,94.54690346083788
3136A,LQXQ,2021,48h,48,V10,8049,7613,8048,7612,94.57075413094795
3136A,LQXQ,2015,48h,48,T2,8760,7126,8753,7126,81.34703196347031
3136A,LQXQ,2017,48h,48,T2,8760,7510,8760,7510,85.73059360730593
3136A,LQXQ,2018,48h,48,T2,8760,7747,8760,7747,88.43607305936074
3136A,LQXQ,2019,48h,48,T2,8760,7787,8760,7787,88.89269406392694
3136A,LQXQ,2020,48h,48,T2,8784,8305,8784,8305,94.54690346083788
3136A,LQXQ,2021,48h,48,T2,8049,7613,8048,7612,94.57075413094795
3136A,LQXQ,2015,48h,48,RH2,8760,7126,8753,7126,81.34703196347031
3136A,LQXQ,2017,48h,48,RH2,8760,7510,8760,7510,85.73059360730593
3136A,LQXQ,2018,48h,48,RH2,8760,7747,8760,7747,88.43607305936074
3136A,LQXQ,2019,48h,48,RH2,8760,7787,8760,7787,88.89269406392694
3136A,LQXQ,2020,48h,48,RH2,8784,8305,8784,8305,94.54690346083788
3136A,LQXQ,2021,48h,48,RH2,8049,7613,8049,7613,94.58317803453845
3136A,LQXQ,2015,48h,48,PBLH,8760,7126,8753,7126,81.34703196347031
3136A,LQXQ,2017,48h,48,PBLH,8760,7510,8760,7510,85.73059360730593
3136A,LQXQ,2018,48h,48,PBLH,8760,7747,8760,7747,88.43607305936074
3136A,LQXQ,2019,48h,48,PBLH,8760,7787,8760,7787,88.89269406392694
3136A,LQXQ,2020,48h,48,PBLH,8784,8305,8784,8305,94.54690346083788
3136A,LQXQ,2021,48h,48,PBLH,8049,7613,8048,7612,94.57075413094795
3136A,LQXQ,2015,72h,72,PM10,8760,7110,5166,4511,51.49543378995433
3136A,LQXQ,2017,72h,72,PM10,8760,7439,7067,6404,73.10502283105022
3136A,LQXQ,2018,72h,72,PM10,8760,7670,7938,7529,85.94748858447488
3136A,LQXQ,2019,72h,72,PM10,8760,7754,8251,7715,88.07077625570776
3136A,LQXQ,2020,72h,72,PM10,8784,8288,8545,8282,94.28506375227687
3136A,LQXQ,2021,72h,72,PM10,8049,7582,7838,7578,94.14834140887068
3136A,LQXQ,2015,72h,72,SO2,8760,7110,7939,7021,80.14840182648402
3136A,LQXQ,2017,72h,72,SO2,8760,7439,8139,7419,84.6917808219178
3136A,LQXQ,2018,72h,72,SO2,8760,7670,8074,7652,87.35159817351598
3136A,LQXQ,2019,72h,72,SO2,8760,7754,8271,7710,88.01369863013699
3136A,LQXQ,2020,72h,72,SO2,8784,8288,8511,8225,93.63615664845173
3136A,LQXQ,2021,72h,72,SO2,8049,7582,7809,7538,93.65138526525034
3136A,LQXQ,2015,72h,72,NO2,8760,7110,7954,7039,80.35388127853881
3136A,LQXQ,2017,72h,72,NO2,8760,7439,8147,7423,84.73744292237443
3136A,LQXQ,2018,72h,72,NO2,8760,7670,8063,7641,87.22602739726028
3136A,LQXQ,2019,72h,72,NO2,8760,7754,8259,7698,87.87671232876713
3136A,LQXQ,2020,72h,72,NO2,8784,8288,8503,8213,93.49954462659382
3136A,LQXQ,2021,72h,72,NO2,8049,7582,7796,7524,93.47745061498323
3136A,LQXQ,2015,72h,72,O3-8h,8760,7110,8002,7083,80.85616438356165
3136A,LQXQ,2017,72h,72,O3-8h,8760,7439,8172,7434,84.86301369863014
3136A,LQXQ,2018,72h,72,O3-8h,8760,7670,8111,7670,87.55707762557078
3136A,LQXQ,2019,72h,72,O3-8h,8760,7754,8326,7753,88.50456621004567
3136A,LQXQ,2020,72h,72,O3-8h,8784,8288,8569,8262,94.05737704918032
3136A,LQXQ,2021,72h,72,O3-8h,8049,7582,7845,7556,93.87501552987949
3136A,LQXQ,2015,72h,72,CO,8760,7110,7852,6945,79.28082191780823
3136A,LQXQ,2017,72h,72,CO,8760,7439,8135,7409,84.57762557077626
3136A,LQXQ,2018,72h,72,CO,8760,7670,8076,7652,87.35159817351598
3136A,LQXQ,2019,72h,72,CO,8760,7754,8277,7718,88.10502283105023
3136A,LQXQ,2020,72h,72,CO,8784,8288,8544,8258,94.01183970856101
3136A,LQXQ,2021,72h,72,CO,8049,7582,7815,7541,93.68865697602186
3136A,LQXQ,2015,72h,72,U10,8760,7110,8753,7110,81.16438356164383
3136A,LQXQ,2017,72h,72,U10,8760,7439,8760,7439,84.92009132420091
3136A,LQXQ,2018,72h,72,U10,8760,7670,8760,7670,87.55707762557078
3136A,LQXQ,2019,72h,72,U10,8760,7754,8760,7754,88.51598173515983
3136A,LQXQ,2020,72h,72,U10,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,72h,72,U10,8049,7582,8048,7581,94.18561311964218
3136A,LQXQ,2015,72h,72,V10,8760,7110,8753,7110,81.16438356164383
3136A,LQXQ,2017,72h,72,V10,8760,7439,8760,7439,84.92009132420091
3136A,LQXQ,2018,72h,72,V10,8760,7670,8760,7670,87.55707762557078
3136A,LQXQ,2019,72h,72,V10,8760,7754,8760,7754,88.51598173515983
3136A,LQXQ,2020,72h,72,V10,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,72h,72,V10,8049,7582,8048,7581,94.18561311964218
3136A,LQXQ,2015,72h,72,T2,8760,7110,8753,7110,81.16438356164383
3136A,LQXQ,2017,72h,72,T2,8760,7439,8760,7439,84.92009132420091
3136A,LQXQ,2018,72h,72,T2,8760,7670,8760,7670,87.55707762557078
3136A,LQXQ,2019,72h,72,T2,8760,7754,8760,7754,88.51598173515983
3136A,LQXQ,2020,72h,72,T2,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,72h,72,T2,8049,7582,8048,7581,94.18561311964218
3136A,LQXQ,2015,72h,72,RH2,8760,7110,8753,7110,81.16438356164383
3136A,LQXQ,2017,72h,72,RH2,8760,7439,8760,7439,84.92009132420091
3136A,LQXQ,2018,72h,72,RH2,8760,7670,8760,7670,87.55707762557078
3136A,LQXQ,2019,72h,72,RH2,8760,7754,8760,7754,88.51598173515983
3136A,LQXQ,2020,72h,72,RH2,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,72h,72,RH2,8049,7582,8049,7582,94.1980370232327
3136A,LQXQ,2015,72h,72,PBLH,8760,7110,8753,7110,81.16438356164383
3136A,LQXQ,2017,72h,72,PBLH,8760,7439,8760,7439,84.92009132420091
3136A,LQXQ,2018,72h,72,PBLH,8760,7670,8760,7670,87.55707762557078
3136A,LQXQ,2019,72h,72,PBLH,8760,7754,8760,7754,88.51598173515983
3136A,LQXQ,2020,72h,72,PBLH,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,72h,72,PBLH,8049,7582,8048,7581,94.18561311964218
3136A,LQXQ,2015,7d,168,PM10,8760,7134,5166,4472,51.05022831050229
3136A,LQXQ,2017,7d,168,PM10,8760,7353,7067,6393,72.97945205479452
3136A,LQXQ,2018,7d,168,PM10,8760,7573,7938,7430,84.81735159817352
3136A,LQXQ,2019,7d,168,PM10,8760,7777,8251,7738,88.33333333333333
3136A,LQXQ,2020,7d,168,PM10,8784,8294,8545,8287,94.341985428051
3136A,LQXQ,2021,7d,168,PM10,8049,7485,7838,7481,92.94322276059138
3136A,LQXQ,2015,7d,168,SO2,8760,7134,7939,7045,80.42237442922374
3136A,LQXQ,2017,7d,168,SO2,8760,7353,8139,7334,83.7214611872146
3136A,LQXQ,2018,7d,168,SO2,8760,7573,8074,7555,86.24429223744292
3136A,LQXQ,2019,7d,168,SO2,8760,7777,8271,7735,88.29908675799086
3136A,LQXQ,2020,7d,168,SO2,8784,8294,8511,8231,93.7044626593807
3136A,LQXQ,2021,7d,168,SO2,8049,7485,7809,7444,92.48353832774258
3136A,LQXQ,2015,7d,168,NO2,8760,7134,7954,7064,80.6392694063927
3136A,LQXQ,2017,7d,168,NO2,8760,7353,8147,7339,83.77853881278538
3136A,LQXQ,2018,7d,168,NO2,8760,7573,8063,7544,86.11872146118722
3136A,LQXQ,2019,7d,168,NO2,8760,7777,8259,7724,88.17351598173516
3136A,LQXQ,2020,7d,168,NO2,8784,8294,8503,8221,93.59061930783243
3136A,LQXQ,2021,7d,168,NO2,8049,7485,7796,7428,92.28475587029445
3136A,LQXQ,2015,7d,168,O3-8h,8760,7134,8002,7109,81.15296803652969
3136A,LQXQ,2017,7d,168,O3-8h,8760,7353,8172,7348,83.8812785388128
3136A,LQXQ,2018,7d,168,O3-8h,8760,7573,8111,7573,86.44977168949771
3136A,LQXQ,2019,7d,168,O3-8h,8760,7777,8326,7777,88.77853881278538
3136A,LQXQ,2020,7d,168,O3-8h,8784,8294,8569,8266,94.10291438979964
3136A,LQXQ,2021,7d,168,O3-8h,8049,7485,7845,7459,92.6698968816002
3136A,LQXQ,2015,7d,168,CO,8760,7134,7852,6966,79.52054794520548
3136A,LQXQ,2017,7d,168,CO,8760,7353,8135,7324,83.60730593607306
3136A,LQXQ,2018,7d,168,CO,8760,7573,8076,7554,86.23287671232876
3136A,LQXQ,2019,7d,168,CO,8760,7777,8277,7739,88.34474885844749
3136A,LQXQ,2020,7d,168,CO,8784,8294,8544,8265,94.0915300546448
3136A,LQXQ,2021,7d,168,CO,8049,7485,7815,7446,92.5083861349236
3136A,LQXQ,2015,7d,168,U10,8760,7134,8753,7134,81.43835616438356
3136A,LQXQ,2017,7d,168,U10,8760,7353,8760,7353,83.93835616438356
3136A,LQXQ,2018,7d,168,U10,8760,7573,8760,7573,86.44977168949771
3136A,LQXQ,2019,7d,168,U10,8760,7777,8760,7777,88.77853881278538
3136A,LQXQ,2020,7d,168,U10,8784,8294,8784,8294,94.4216757741348
3136A,LQXQ,2021,7d,168,U10,8049,7485,8048,7484,92.9804944713629
3136A,LQXQ,2015,7d,168,V10,8760,7134,8753,7134,81.43835616438356
3136A,LQXQ,2017,7d,168,V10,8760,7353,8760,7353,83.93835616438356
3136A,LQXQ,2018,7d,168,V10,8760,7573,8760,7573,86.44977168949771
3136A,LQXQ,2019,7d,168,V10,8760,7777,8760,7777,88.77853881278538
3136A,LQXQ,2020,7d,168,V10,8784,8294,8784,8294,94.4216757741348
3136A,LQXQ,2021,7d,168,V10,8049,7485,8048,7484,92.9804944713629
3136A,LQXQ,2015,7d,168,T2,8760,7134,8753,7134,81.43835616438356
3136A,LQXQ,2017,7d,168,T2,8760,7353,8760,7353,83.93835616438356
3136A,LQXQ,2018,7d,168,T2,8760,7573,8760,7573,86.44977168949771
3136A,LQXQ,2019,7d,168,T2,8760,7777,8760,7777,88.77853881278538
3136A,LQXQ,2020,7d,168,T2,8784,8294,8784,8294,94.4216757741348
3136A,LQXQ,2021,7d,168,T2,8049,7485,8048,7484,92.9804944713629
3136A,LQXQ,2015,7d,168,RH2,8760,7134,8753,7134,81.43835616438356
3136A,LQXQ,2017,7d,168,RH2,8760,7353,8760,7353,83.93835616438356
3136A,LQXQ,2018,7d,168,RH2,8760,7573,8760,7573,86.44977168949771
3136A,LQXQ,2019,7d,168,RH2,8760,7777,8760,7777,88.77853881278538
3136A,LQXQ,2020,7d,168,RH2,8784,8294,8784,8294,94.4216757741348
3136A,LQXQ,2021,7d,168,RH2,8049,7485,8049,7485,92.99291837495342
3136A,LQXQ,2015,7d,168,PBLH,8760,7134,8753,7134,81.43835616438356
3136A,LQXQ,2017,7d,168,PBLH,8760,7353,8760,7353,83.93835616438356
3136A,LQXQ,2018,7d,168,PBLH,8760,7573,8760,7573,86.44977168949771
3136A,LQXQ,2019,7d,168,PBLH,8760,7777,8760,7777,88.77853881278538
3136A,LQXQ,2020,7d,168,PBLH,8784,8294,8784,8294,94.4216757741348
3136A,LQXQ,2021,7d,168,PBLH,8049,7485,8048,7484,92.9804944713629
3136A,LQXQ,2015,14d,336,PM10,8760,7141,5166,4544,51.87214611872146
3136A,LQXQ,2017,14d,336,PM10,8760,7364,7067,6353,72.5228310502283
3136A,LQXQ,2018,14d,336,PM10,8760,7560,7938,7422,84.72602739726027
3136A,LQXQ,2019,14d,336,PM10,8760,7728,8251,7690,87.78538812785388
3136A,LQXQ,2020,14d,336,PM10,8784,8290,8545,8284,94.30783242258653
3136A,LQXQ,2021,14d,336,PM10,8049,7310,7838,7309,90.80631134302398
3136A,LQXQ,2015,14d,336,SO2,8760,7141,7939,7052,80.50228310502283
3136A,LQXQ,2017,14d,336,SO2,8760,7364,8139,7342,83.81278538812785
3136A,LQXQ,2018,14d,336,SO2,8760,7560,8074,7542,86.0958904109589
3136A,LQXQ,2019,14d,336,SO2,8760,7728,8271,7685,87.72831050228311
3136A,LQXQ,2020,14d,336,SO2,8784,8290,8511,8229,93.68169398907104
3136A,LQXQ,2021,14d,336,SO2,8049,7310,7809,7271,90.33420300658467
3136A,LQXQ,2015,14d,336,NO2,8760,7141,7954,7069,80.69634703196347
3136A,LQXQ,2017,14d,336,NO2,8760,7364,8147,7347,83.86986301369863
3136A,LQXQ,2018,14d,336,NO2,8760,7560,8063,7531,85.9703196347032
3136A,LQXQ,2019,14d,336,NO2,8760,7728,8259,7673,87.59132420091325
3136A,LQXQ,2020,14d,336,NO2,8784,8290,8503,8216,93.53369763205829
3136A,LQXQ,2021,14d,336,NO2,8049,7310,7796,7255,90.13542054913654
3136A,LQXQ,2015,14d,336,O3-8h,8760,7141,8002,7117,81.24429223744293
3136A,LQXQ,2017,14d,336,O3-8h,8760,7364,8172,7359,84.0068493150685
3136A,LQXQ,2018,14d,336,O3-8h,8760,7560,8111,7560,86.3013698630137
3136A,LQXQ,2019,14d,336,O3-8h,8760,7728,8326,7727,88.20776255707763
3136A,LQXQ,2020,14d,336,O3-8h,8784,8290,8569,8262,94.05737704918032
3136A,LQXQ,2021,14d,336,O3-8h,8049,7310,7845,7284,90.49571375326127
3136A,LQXQ,2015,14d,336,CO,8760,7141,7852,6971,79.57762557077626
3136A,LQXQ,2017,14d,336,CO,8760,7364,8135,7333,83.71004566210046
3136A,LQXQ,2018,14d,336,CO,8760,7560,8076,7541,86.08447488584476
3136A,LQXQ,2019,14d,336,CO,8760,7728,8277,7690,87.78538812785388
3136A,LQXQ,2020,14d,336,CO,8784,8290,8544,8260,94.03460837887067
3136A,LQXQ,2021,14d,336,CO,8049,7310,7815,7273,90.35905081376569
3136A,LQXQ,2015,14d,336,U10,8760,7141,8753,7141,81.51826484018265
3136A,LQXQ,2017,14d,336,U10,8760,7364,8760,7364,84.06392694063926
3136A,LQXQ,2018,14d,336,U10,8760,7560,8760,7560,86.3013698630137
3136A,LQXQ,2019,14d,336,U10,8760,7728,8760,7728,88.21917808219179
3136A,LQXQ,2020,14d,336,U10,8784,8290,8784,8290,94.37613843351548
3136A,LQXQ,2021,14d,336,U10,8049,7310,8048,7309,90.80631134302398
3136A,LQXQ,2015,14d,336,V10,8760,7141,8753,7141,81.51826484018265
3136A,LQXQ,2017,14d,336,V10,8760,7364,8760,7364,84.06392694063926
3136A,LQXQ,2018,14d,336,V10,8760,7560,8760,7560,86.3013698630137
3136A,LQXQ,2019,14d,336,V10,8760,7728,8760,7728,88.21917808219179
3136A,LQXQ,2020,14d,336,V10,8784,8290,8784,8290,94.37613843351548
3136A,LQXQ,2021,14d,336,V10,8049,7310,8048,7309,90.80631134302398
3136A,LQXQ,2015,14d,336,T2,8760,7141,8753,7141,81.51826484018265
3136A,LQXQ,2017,14d,336,T2,8760,7364,8760,7364,84.06392694063926
3136A,LQXQ,2018,14d,336,T2,8760,7560,8760,7560,86.3013698630137
3136A,LQXQ,2019,14d,336,T2,8760,7728,8760,7728,88.21917808219179
3136A,LQXQ,2020,14d,336,T2,8784,8290,8784,8290,94.37613843351548
3136A,LQXQ,2021,14d,336,T2,8049,7310,8048,7309,90.80631134302398
3136A,LQXQ,2015,14d,336,RH2,8760,7141,8753,7141,81.51826484018265
3136A,LQXQ,2017,14d,336,RH2,8760,7364,8760,7364,84.06392694063926
3136A,LQXQ,2018,14d,336,RH2,8760,7560,8760,7560,86.3013698630137
3136A,LQXQ,2019,14d,336,RH2,8760,7728,8760,7728,88.21917808219179
3136A,LQXQ,2020,14d,336,RH2,8784,8290,8784,8290,94.37613843351548
3136A,LQXQ,2021,14d,336,RH2,8049,7310,8049,7310,90.8187352466145
3136A,LQXQ,2015,14d,336,PBLH,8760,7141,8753,7141,81.51826484018265
3136A,LQXQ,2017,14d,336,PBLH,8760,7364,8760,7364,84.06392694063926
3136A,LQXQ,2018,14d,336,PBLH,8760,7560,8760,7560,86.3013698630137
3136A,LQXQ,2019,14d,336,PBLH,8760,7728,8760,7728,88.21917808219179
3136A,LQXQ,2020,14d,336,PBLH,8784,8290,8784,8290,94.37613843351548
3136A,LQXQ,2021,14d,336,PBLH,8049,7310,8048,7309,90.80631134302398
3136A,LQXQ,2015,30d,720,PM10,8760,7151,5166,4518,51.57534246575343
3136A,LQXQ,2017,30d,720,PM10,8760,7378,7067,6356,72.55707762557077
3136A,LQXQ,2018,30d,720,PM10,8760,7523,7938,7386,84.31506849315068
3136A,LQXQ,2019,30d,720,PM10,8760,7803,8251,7763,88.6187214611872
3136A,LQXQ,2020,30d,720,PM10,8784,8288,8545,8281,94.27367941712204
3136A,LQXQ,2021,30d,720,PM10,8049,6944,7838,6943,86.259162628898
3136A,LQXQ,2015,30d,720,SO2,8760,7151,7939,7063,80.62785388127854
3136A,LQXQ,2017,30d,720,SO2,8760,7378,8139,7358,83.99543378995433
3136A,LQXQ,2018,30d,720,SO2,8760,7523,8074,7505,85.67351598173516
3136A,LQXQ,2019,30d,720,SO2,8760,7803,8271,7759,88.57305936073058
3136A,LQXQ,2020,30d,720,SO2,8784,8288,8511,8225,93.63615664845173
3136A,LQXQ,2021,30d,720,SO2,8049,6944,7809,6906,85.7994781960492
3136A,LQXQ,2015,30d,720,NO2,8760,7151,7954,7081,80.83333333333333
3136A,LQXQ,2017,30d,720,NO2,8760,7378,8147,7361,84.0296803652968
3136A,LQXQ,2018,30d,720,NO2,8760,7523,8063,7493,85.53652968036529
3136A,LQXQ,2019,30d,720,NO2,8760,7803,8259,7749,88.45890410958904
3136A,LQXQ,2020,30d,720,NO2,8784,8288,8503,8213,93.49954462659382
3136A,LQXQ,2021,30d,720,NO2,8049,6944,7796,6890,85.60069573860108
3136A,LQXQ,2015,30d,720,O3-8h,8760,7151,8002,7127,81.35844748858447
3136A,LQXQ,2017,30d,720,O3-8h,8760,7378,8172,7373,84.16666666666667
3136A,LQXQ,2018,30d,720,O3-8h,8760,7523,8111,7523,85.87899543378995
3136A,LQXQ,2019,30d,720,O3-8h,8760,7803,8326,7802,89.06392694063928
3136A,LQXQ,2020,30d,720,O3-8h,8784,8288,8569,8271,94.15983606557377
3136A,LQXQ,2021,30d,720,O3-8h,8049,6944,7845,6924,86.02310846067834
3136A,LQXQ,2015,30d,720,CO,8760,7151,7852,6976,79.63470319634703
3136A,LQXQ,2017,30d,720,CO,8760,7378,8135,7347,83.86986301369863
3136A,LQXQ,2018,30d,720,CO,8760,7523,8076,7504,85.662100456621
3136A,LQXQ,2019,30d,720,CO,8760,7803,8277,7766,88.65296803652967
3136A,LQXQ,2020,30d,720,CO,8784,8288,8544,8257,94.00045537340618
3136A,LQXQ,2021,30d,720,CO,8049,6944,7815,6909,85.83674990682071
3136A,LQXQ,2015,30d,720,U10,8760,7151,8753,7151,81.63242009132419
3136A,LQXQ,2017,30d,720,U10,8760,7378,8760,7378,84.22374429223744
3136A,LQXQ,2018,30d,720,U10,8760,7523,8760,7523,85.87899543378995
3136A,LQXQ,2019,30d,720,U10,8760,7803,8760,7803,89.07534246575342
3136A,LQXQ,2020,30d,720,U10,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,30d,720,U10,8049,6944,8048,6943,86.259162628898
3136A,LQXQ,2015,30d,720,V10,8760,7151,8753,7151,81.63242009132419
3136A,LQXQ,2017,30d,720,V10,8760,7378,8760,7378,84.22374429223744
3136A,LQXQ,2018,30d,720,V10,8760,7523,8760,7523,85.87899543378995
3136A,LQXQ,2019,30d,720,V10,8760,7803,8760,7803,89.07534246575342
3136A,LQXQ,2020,30d,720,V10,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,30d,720,V10,8049,6944,8048,6943,86.259162628898
3136A,LQXQ,2015,30d,720,T2,8760,7151,8753,7151,81.63242009132419
3136A,LQXQ,2017,30d,720,T2,8760,7378,8760,7378,84.22374429223744
3136A,LQXQ,2018,30d,720,T2,8760,7523,8760,7523,85.87899543378995
3136A,LQXQ,2019,30d,720,T2,8760,7803,8760,7803,89.07534246575342
3136A,LQXQ,2020,30d,720,T2,8784,8288,8784,8288,94.35336976320583
3136A,LQXQ,2021,30d,720,T2,8049,6944,8048,6943,86.259162628898
3136A,LQXQ,2015,30d,720,RH2,8760,7151,8753,7151,81.63242009132419
3136A,LQXQ,2017,30d,720,RH2,8760,7378,8760,7378,84.22374429223744
