station_code,station_name,year,horizon,horizon_hours,predictor,total_rows,target_available_samples,predictor_available_samples,usable_samples,usable_pct
1433A,SWY,2016,72h,72,CO,8784,8232,8531,8231,93.7044626593807
1433A,SWY,2017,72h,72,CO,8760,8318,8529,8309,94.85159817351598
1433A,SWY,2018,72h,72,CO,8760,7627,8071,7580,86.5296803652968
1433A,SWY,2019,72h,72,CO,8760,7530,8063,7469,85.26255707762557
1433A,SWY,2020,72h,72,CO,8784,8157,8539,8094,92.1448087431694
1433A,SWY,2021,72h,72,CO,8049,7690,7870,7608,94.52105851658591
1433A,SWY,2015,72h,72,U10,8760,7680,8753,7680,87.67123287671232
1433A,SWY,2016,72h,72,U10,8784,8232,8784,8232,93.71584699453553
1433A,SWY,2017,72h,72,U10,8760,8318,8760,8318,94.95433789954339
1433A,SWY,2018,72h,72,U10,8760,7627,8760,7627,87.06621004566209
1433A,SWY,2019,72h,72,U10,8760,7530,8760,7530,85.95890410958904
1433A,SWY,2020,72h,72,U10,8784,8157,8784,8157,92.8620218579235
1433A,SWY,2021,72h,72,U10,8049,7690,8048,7689,95.52739470741707
1433A,SWY,2015,72h,72,V10,8760,7680,8753,7680,87.67123287671232
1433A,SWY,2016,72h,72,V10,8784,8232,8784,8232,93.71584699453553
1433A,SWY,2017,72h,72,V10,8760,8318,8760,8318,94.95433789954339
1433A,SWY,2018,72h,72,V10,8760,7627,8760,7627,87.06621004566209
1433A,SWY,2019,72h,72,V10,8760,7530,8760,7530,85.95890410958904
1433A,SWY,2020,72h,72,V10,8784,8157,8784,8157,92.8620218579235
1433A,SWY,2021,72h,72,V10,8049,7690,8048,7689,95.52739470741707
1433A,SWY,2015,72h,72,T2,8760,7680,8753,7680,87.67123287671232
1433A,SWY,2016,72h,72,T2,8784,8232,8784,8232,93.71584699453553
1433A,SWY,2017,72h,72,T2,8760,8318,8760,8318,94.95433789954339
1433A,SWY,2018,72h,72,T2,8760,7627,8760,7627,87.06621004566209
1433A,SWY,2019,72h,72,T2,8760,7530,8760,7530,85.95890410958904
1433A,SWY,2020,72h,72,T2,8784,8157,8784,8157,92.8620218579235
1433A,SWY,2021,72h,72,T2,8049,7690,8048,7689,95.52739470741707
1433A,SWY,2015,72h,72,RH2,8760,7680,8753,7680,87.67123287671232
1433A,SWY,2016,72h,72,RH2,8784,8232,8784,8232,93.71584699453553
1433A,SWY,2017,72h,72,RH2,8760,8318,8760,8318,94.95433789954339
1433A,SWY,2018,72h,72,RH2,8760,7627,8760,7627,87.06621004566209
1433A,SWY,2019,72h,72,RH2,8760,7530,8760,7530,85.95890410958904
1433A,SWY,2020,72h,72,RH2,8784,8157,8784,8157,92.8620218579235
1433A,SWY,2021,72h,72,RH2,8049,7690,8049,7690,95.53981861100758
1433A,SWY,2015,72h,72,PBLH,8760,7680,8753,7680,87.67123287671232
1433A,SWY,2016,72h,72,PBLH,8784,8232,8784,8232,93.71584699453553
1433A,SWY,2017,72h,72,PBLH,8760,8318,8760,8318,94.95433789954339
1433A,SWY,2018,72h,72,PBLH,8760,7627,8760,7627,87.06621004566209
1433A,SWY,2019,72h,72,PBLH,8760,7530,8760,7530,85.95890410958904
1433A,SWY,2020,72h,72,PBLH,8784,8157,8784,8157,92.8620218579235
1433A,SWY,2021,72h,72,PBLH,8049,7690,8048,7689,95.52739470741707
1433A,SWY,2015,7d,168,PM10,8760,7695,8173,7685,87.72831050228311
1433A,SWY,2016,7d,168,PM10,8784,8243,8458,8171,93.02140255009107
1433A,SWY,2017,7d,168,PM10,8760,8313,8490,8266,94.3607305936073
1433A,SWY,2018,7d,168,PM10,8760,7559,7932,7384,84.29223744292239
1433A,SWY,2019,7d,168,PM10,8760,7506,8066,7468,85.25114155251141
1433A,SWY,2020,7d,168,PM10,8784,8158,8544,8135,92.61156648451731
1433A,SWY,2021,7d,168,PM10,8049,7604,7913,7600,94.42166728786184
1433A,SWY,2015,7d,168,SO2,8760,7695,8183,7691,87.79680365296804
1433A,SWY,2016,7d,168,SO2,8784,8243,8529,8240,93.80692167577413
1433A,SWY,2017,7d,168,SO2,8760,8313,8526,8299,94.73744292237443
1433A,SWY,2018,7d,168,SO2,8760,7559,7998,7436,84.88584474885845
1433A,SWY,2019,7d,168,SO2,8760,7506,8098,7450,85.04566210045662
1433A,SWY,2020,7d,168,SO2,8784,8158,8521,8088,92.07650273224044
1433A,SWY,2021,7d,168,SO2,8049,7604,7885,7549,93.78804820474593
1433A,SWY,2015,7d,168,NO2,8760,7695,8185,7693,87.81963470319634
1433A,SWY,2016,7d,168,NO2,8784,8243,8530,8241,93.81830601092896
1433A,SWY,2017,7d,168,NO2,8760,8313,8521,8295,94.6917808219178
1433A,SWY,2018,7d,168,NO2,8760,7559,8032,7471,85.28538812785388
1433A,SWY,2019,7d,168,NO2,8760,7506,8027,7412,84.61187214611871
1433A,SWY,2020,7d,168,NO2,8784,8158,8549,8111,92.33834244080145
1433A,SWY,2021,7d,168,NO2,8049,7604,7899,7562,93.94955895142255
1433A,SWY,2015,7d,168,O3-8h,8760,7695,8185,7693,87.81963470319634
1433A,SWY,2016,7d,168,O3-8h,8784,8243,8531,8242,93.8296903460838
1433A,SWY,2017,7d,168,O3-8h,8760,8313,8525,8295,94.6917808219178
1433A,SWY,2018,7d,168,O3-8h,8760,7559,8081,7506,85.68493150684931
1433A,SWY,2019,7d,168,O3-8h,8760,7506,8106,7474,85.31963470319634
1433A,SWY,2020,7d,168,O3-8h,8784,8158,8623,8152,92.80510018214936
1433A,SWY,2021,7d,168,O3-8h,8049,7604,7883,7519,93.41533109703069
1433A,SWY,2015,7d,168,CO,8760,7695,8179,7687,87.75114155251141
1433A,SWY,2016,7d,168,CO,8784,8243,8531,8242,93.8296903460838
1433A,SWY,2017,7d,168,CO,8760,8313,8529,8303,94.78310502283105
1433A,SWY,2018,7d,168,CO,8760,7559,8071,7511,85.7420091324201
1433A,SWY,2019,7d,168,CO,8760,7506,8063,7443,84.96575342465754
1433A,SWY,2020,7d,168,CO,8784,8158,8539,8098,92.19034608378871
1433A,SWY,2021,7d,168,CO,8049,7604,7870,7525,93.48987451857373
1433A,SWY,2015,7d,168,U10,8760,7695,8753,7695,87.84246575342466
1433A,SWY,2016,7d,168,U10,8784,8243,8784,8243,93.84107468123861
1433A,SWY,2017,7d,168,U10,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,7d,168,U10,8760,7559,8760,7559,86.28995433789954
1433A,SWY,2019,7d,168,U10,8760,7506,8760,7506,85.68493150684931
1433A,SWY,2020,7d,168,U10,8784,8158,8784,8158,92.87340619307832
1433A,SWY,2021,7d,168,U10,8049,7604,8048,7603,94.45893899863337
1433A,SWY,2015,7d,168,V10,8760,7695,8753,7695,87.84246575342466
1433A,SWY,2016,7d,168,V10,8784,8243,8784,8243,93.84107468123861
1433A,SWY,2017,7d,168,V10,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,7d,168,V10,8760,7559,8760,7559,86.28995433789954
1433A,SWY,2019,7d,168,V10,8760,7506,8760,7506,85.68493150684931
1433A,SWY,2020,7d,168,V10,8784,8158,8784,8158,92.87340619307832
1433A,SWY,2021,7d,168,V10,8049,7604,8048,7603,94.45893899863337
1433A,SWY,2015,7d,168,T2,8760,7695,8753,7695,87.84246575342466
1433A,SWY,2016,7d,168,T2,8784,8243,8784,8243,93.84107468123861
1433A,SWY,2017,7d,168,T2,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,7d,168,T2,8760,7559,8760,7559,86.28995433789954
1433A,SWY,2019,7d,168,T2,8760,7506,8760,7506,85.68493150684931
1433A,SWY,2020,7d,168,T2,8784,8158,8784,8158,92.87340619307832
1433A,SWY,2021,7d,168,T2,8049,7604,8048,7603,94.45893899863337
1433A,SWY,2015,7d,168,RH2,8760,7695,8753,7695,87.84246575342466
1433A,SWY,2016,7d,168,RH2,8784,8243,8784,8243,93.84107468123861
1433A,SWY,2017,7d,168,RH2,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,7d,168,RH2,8760,7559,8760,7559,86.28995433789954
1433A,SWY,2019,7d,168,RH2,8760,7506,8760,7506,85.68493150684931
1433A,SWY,2020,7d,168,RH2,8784,8158,8784,8158,92.87340619307832
1433A,SWY,2021,7d,168,RH2,8049,7604,8049,7604,94.47136290222387
1433A,SWY,2015,7d,168,PBLH,8760,7695,8753,7695,87.84246575342466
1433A,SWY,2016,7d,168,PBLH,8784,8243,8784,8243,93.84107468123861
1433A,SWY,2017,7d,168,PBLH,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,7d,168,PBLH,8760,7559,8760,7559,86.28995433789954
1433A,SWY,2019,7d,168,PBLH,8760,7506,8760,7506,85.68493150684931
1433A,SWY,2020,7d,168,PBLH,8784,8158,8784,8158,92.87340619307832
1433A,SWY,2021,7d,168,PBLH,8049,7604,8048,7603,94.45893899863337
1433A,SWY,2015,14d,336,PM10,8760,7704,8173,7694,87.8310502283105
1433A,SWY,2016,14d,336,PM10,8784,8229,8458,8158,92.87340619307832
1433A,SWY,2017,14d,336,PM10,8760,8316,8490,8271,94.41780821917808
1433A,SWY,2018,14d,336,PM10,8760,7524,7932,7352,83.9269406392694
1433A,SWY,2019,14d,336,PM10,8760,7469,8066,7435,84.8744292237443
1433A,SWY,2020,14d,336,PM10,8784,8163,8544,8139,92.65710382513662
1433A,SWY,2021,14d,336,PM10,8049,7445,7913,7441,92.44626661697104
1433A,SWY,2015,14d,336,SO2,8760,7704,8183,7701,87.91095890410959
1433A,SWY,2016,14d,336,SO2,8784,8229,8529,8226,93.64754098360656
1433A,SWY,2017,14d,336,SO2,8760,8316,8526,8303,94.78310502283105
1433A,SWY,2018,14d,336,SO2,8760,7524,7998,7413,84.62328767123287
1433A,SWY,2019,14d,336,SO2,8760,7469,8098,7415,84.64611872146118
1433A,SWY,2020,14d,336,SO2,8784,8163,8521,8090,92.09927140255009
1433A,SWY,2021,14d,336,SO2,8049,7445,7885,7387,91.77537582308362
1433A,SWY,2015,14d,336,NO2,8760,7704,8185,7702,87.92237442922375
1433A,SWY,2016,14d,336,NO2,8784,8229,8530,8227,93.65892531876139
1433A,SWY,2017,14d,336,NO2,8760,8316,8521,8297,94.71461187214612
1433A,SWY,2018,14d,336,NO2,8760,7524,8032,7440,84.93150684931507
1433A,SWY,2019,14d,336,NO2,8760,7469,8027,7376,84.20091324200914
1433A,SWY,2020,14d,336,NO2,8784,8163,8549,8113,92.36111111111111
1433A,SWY,2021,14d,336,NO2,8049,7445,7899,7406,92.01142999130327
1433A,SWY,2015,14d,336,O3-8h,8760,7704,8185,7702,87.92237442922375
1433A,SWY,2016,14d,336,O3-8h,8784,8229,8531,8228,93.6703096539162
1433A,SWY,2017,14d,336,O3-8h,8760,8316,8525,8296,94.70319634703196
1433A,SWY,2018,14d,336,O3-8h,8760,7524,8081,7477,85.35388127853881
1433A,SWY,2019,14d,336,O3-8h,8760,7469,8106,7437,84.8972602739726
1433A,SWY,2020,14d,336,O3-8h,8784,8163,8623,8158,92.87340619307832
1433A,SWY,2021,14d,336,O3-8h,8049,7445,7883,7357,91.40265871536837
1433A,SWY,2015,14d,336,CO,8760,7704,8179,7697,87.86529680365297
1433A,SWY,2016,14d,336,CO,8784,8229,8531,8228,93.6703096539162
1433A,SWY,2017,14d,336,CO,8760,8316,8529,8306,94.81735159817352
1433A,SWY,2018,14d,336,CO,8760,7524,8071,7475,85.3310502283105
1433A,SWY,2019,14d,336,CO,8760,7469,8063,7412,84.61187214611871
1433A,SWY,2020,14d,336,CO,8784,8163,8539,8103,92.24726775956285
1433A,SWY,2021,14d,336,CO,8049,7445,7870,7366,91.51447384768294
1433A,SWY,2015,14d,336,U10,8760,7704,8753,7704,87.94520547945206
1433A,SWY,2016,14d,336,U10,8784,8229,8784,8229,93.68169398907104
1433A,SWY,2017,14d,336,U10,8760,8316,8760,8316,94.93150684931507
1433A,SWY,2018,14d,336,U10,8760,7524,8760,7524,85.89041095890411
1433A,SWY,2019,14d,336,U10,8760,7469,8760,7469,85.26255707762557
1433A,SWY,2020,14d,336,U10,8784,8163,8784,8163,92.93032786885246
1433A,SWY,2021,14d,336,U10,8049,7445,8048,7444,92.48353832774258
1433A,SWY,2015,14d,336,V10,8760,7704,8753,7704,87.94520547945206
1433A,SWY,2016,14d,336,V10,8784,8229,8784,8229,93.68169398907104
1433A,SWY,2017,14d,336,V10,8760,8316,8760,8316,94.93150684931507
1433A,SWY,2018,14d,336,V10,8760,7524,8760,7524,85.89041095890411
1433A,SWY,2019,14d,336,V10,8760,7469,8760,7469,85.26255707762557
1433A,SWY,2020,14d,336,V10,8784,8163,8784,8163,92.93032786885246
1433A,SWY,2021,14d,336,V10,8049,7445,8048,7444,92.48353832774258
1433A,SWY,2015,14d,336,T2,8760,7704,8753,7704,87.94520547945206
1433A,SWY,2016,14d,336,T2,8784,8229,8784,8229,93.68169398907104
1433A,SWY,2017,14d,336,T2,8760,8316,8760,8316,94.93150684931507
1433A,SWY,2018,14d,336,T2,8760,7524,8760,7524,85.89041095890411
1433A,SWY,2019,14d,336,T2,8760,7469,8760,7469,85.26255707762557
1433A,SWY,2020,14d,336,T2,8784,8163,8784,8163,92.93032786885246
1433A,SWY,2021,14d,336,T2,8049,7445,8048,7444,92.48353832774258
1433A,SWY,2015,14d,336,RH2,8760,7704,8753,7704,87.94520547945206
1433A,SWY,2016,14d,336,RH2,8784,8229,8784,8229,93.68169398907104
1433A,SWY,2017,14d,336,RH2,8760,8316,8760,8316,94.93150684931507
1433A,SWY,2018,14d,336,RH2,8760,7524,8760,7524,85.89041095890411
1433A,SWY,2019,14d,336,RH2,8760,7469,8760,7469,85.26255707762557
1433A,SWY,2020,14d,336,RH2,8784,8163,8784,8163,92.93032786885246
1433A,SWY,2021,14d,336,RH2,8049,7445,8049,7445,92.49596223133308
1433A,SWY,2015,14d,336,PBLH,8760,7704,8753,7704,87.94520547945206
1433A,SWY,2016,14d,336,PBLH,8784,8229,8784,8229,93.68169398907104
1433A,SWY,2017,14d,336,PBLH,8760,8316,8760,8316,94.93150684931507
1433A,SWY,2018,14d,336,PBLH,8760,7524,8760,7524,85.89041095890411
1433A,SWY,2019,14d,336,PBLH,8760,7469,8760,7469,85.26255707762557
1433A,SWY,2020,14d,336,PBLH,8784,8163,8784,8163,92.93032786885246
1433A,SWY,2021,14d,336,PBLH,8049,7445,8048,7444,92.48353832774258
1433A,SWY,2015,30d,720,PM10,8760,7724,8173,7714,88.05936073059361
1433A,SWY,2016,30d,720,PM10,8784,8224,8458,8157,92.8620218579235
1433A,SWY,2017,30d,720,PM10,8760,8313,8490,8266,94.3607305936073
1433A,SWY,2018,30d,720,PM10,8760,7435,7932,7269,82.97945205479452
1433A,SWY,2019,30d,720,PM10,8760,7586,8066,7549,86.17579908675799
1433A,SWY,2020,30d,720,PM10,8784,8147,8544,8123,92.47495446265937
1433A,SWY,2021,30d,720,PM10,8049,7073,7913,7069,87.82457448130202
1433A,SWY,2015,30d,720,SO2,8760,7724,8183,7720,88.12785388127854
1433A,SWY,2016,30d,720,SO2,8784,8224,8529,8221,93.59061930783243
1433A,SWY,2017,30d,720,SO2,8760,8313,8526,8300,94.74885844748859
1433A,SWY,2018,30d,720,SO2,8760,7435,7998,7337,83.75570776255708
1433A,SWY,2019,30d,720,SO2,8760,7586,8098,7529,85.94748858447488
1433A,SWY,2020,30d,720,SO2,8784,8147,8521,8077,91.95127504553734
1433A,SWY,2021,30d,720,SO2,8049,7073,7885,7014,87.14125978382408
1433A,SWY,2015,30d,720,NO2,8760,7724,8185,7722,88.15068493150685
1433A,SWY,2016,30d,720,NO2,8784,8224,8530,8223,93.61338797814209
1433A,SWY,2017,30d,720,NO2,8760,8313,8521,8295,94.6917808219178
1433A,SWY,2018,30d,720,NO2,8760,7435,8032,7355,83.96118721461188
1433A,SWY,2019,30d,720,NO2,8760,7586,8027,7492,85.52511415525113
1433A,SWY,2020,30d,720,NO2,8784,8147,8549,8097,92.17896174863388
1433A,SWY,2021,30d,720,NO2,8049,7073,7899,7031,87.35246614486272
1433A,SWY,2015,30d,720,O3-8h,8760,7724,8185,7722,88.15068493150685
1433A,SWY,2016,30d,720,O3-8h,8784,8224,8531,8223,93.61338797814209
1433A,SWY,2017,30d,720,O3-8h,8760,8313,8525,8293,94.6689497716895
1433A,SWY,2018,30d,720,O3-8h,8760,7435,8081,7391,84.37214611872146
1433A,SWY,2019,30d,720,O3-8h,8760,7586,8106,7554,86.23287671232876
1433A,SWY,2020,30d,720,O3-8h,8784,8147,8623,8141,92.67987249544628
1433A,SWY,2021,30d,720,O3-8h,8049,7073,7883,6985,86.78096657969934
1433A,SWY,2015,30d,720,CO,8760,7724,8179,7716,88.08219178082192
1433A,SWY,2016,30d,720,CO,8784,8224,8531,8223,93.61338797814209
1433A,SWY,2017,30d,720,CO,8760,8313,8529,8304,94.79452054794521
1433A,SWY,2018,30d,720,CO,8760,7435,8071,7388,84.337899543379
1433A,SWY,2019,30d,720,CO,8760,7586,8063,7525,85.90182648401826
1433A,SWY,2020,30d,720,CO,8784,8147,8539,8087,92.06511839708561
1433A,SWY,2021,30d,720,CO,8049,7073,7870,6993,86.8803578084234
1433A,SWY,2015,30d,720,U10,8760,7724,8753,7724,88.17351598173516
1433A,SWY,2016,30d,720,U10,8784,8224,8784,8224,93.6247723132969
1433A,SWY,2017,30d,720,U10,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,30d,720,U10,8760,7435,8760,7435,84.8744292237443
1433A,SWY,2019,30d,720,U10,8760,7586,8760,7586,86.59817351598174
1433A,SWY,2020,30d,720,U10,8784,8147,8784,8147,92.74817850637523
1433A,SWY,2021,30d,720,U10,8049,7073,8048,7072,87.86184619207354
1433A,SWY,2015,30d,720,V10,8760,7724,8753,7724,88.17351598173516
1433A,SWY,2016,30d,720,V10,8784,8224,8784,8224,93.6247723132969
1433A,SWY,2017,30d,720,V10,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,30d,720,V10,8760,7435,8760,7435,84.8744292237443
1433A,SWY,2019,30d,720,V10,8760,7586,8760,7586,86.59817351598174
1433A,SWY,2020,30d,720,V10,8784,8147,8784,8147,92.74817850637523
1433A,SWY,2021,30d,720,V10,8049,7073,8048,7072,87.86184619207354
1433A,SWY,2015,30d,720,T2,8760,7724,8753,7724,88.17351598173516
1433A,SWY,2016,30d,720,T2,8784,8224,8784,8224,93.6247723132969
1433A,SWY,2017,30d,720,T2,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,30d,720,T2,8760,7435,8760,7435,84.8744292237443
1433A,SWY,2019,30d,720,T2,8760,7586,8760,7586,86.59817351598174
1433A,SWY,2020,30d,720,T2,8784,8147,8784,8147,92.74817850637523
1433A,SWY,2021,30d,720,T2,8049,7073,8048,7072,87.86184619207354
1433A,SWY,2015,30d,720,RH2,8760,7724,8753,7724,88.17351598173516
1433A,SWY,2016,30d,720,RH2,8784,8224,8784,8224,93.6247723132969
1433A,SWY,2017,30d,720,RH2,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,30d,720,RH2,8760,7435,8760,7435,84.8744292237443
1433A,SWY,2019,30d,720,RH2,8760,7586,8760,7586,86.59817351598174
1433A,SWY,2020,30d,720,RH2,8784,8147,8784,8147,92.74817850637523
1433A,SWY,2021,30d,720,RH2,8049,7073,8049,7073,87.87427009566406
1433A,SWY,2015,30d,720,PBLH,8760,7724,8753,7724,88.17351598173516
1433A,SWY,2016,30d,720,PBLH,8784,8224,8784,8224,93.6247723132969
1433A,SWY,2017,30d,720,PBLH,8760,8313,8760,8313,94.8972602739726
1433A,SWY,2018,30d,720,PBLH,8760,7435,8760,7435,84.8744292237443
1433A,SWY,2019,30d,720,PBLH,8760,7586,8760,7586,86.59817351598174
1433A,SWY,2020,30d,720,PBLH,8784,8147,8784,8147,92.74817850637523
1433A,SWY,2021,30d,720,PBLH,8049,7073,8048,7072,87.86184619207354
1434A,SHP,2015,48h,48,PM10,8760,7672,8165,7659,87.43150684931507
1434A,SHP,2016,48h,48,PM10,8784,8304,8530,8286,94.33060109289617
1434A,SHP,2017,48h,48,PM10,8760,8327,8444,8235,94.0068493150685
1434A,SHP,2018,48h,48,PM10,8760,7759,8079,7705,87.95662100456622
1434A,SHP,2019,48h,48,PM10,8760,7450,7865,7179,81.95205479452055
1434A,SHP,2020,48h,48,PM10,8784,8195,8515,8179,93.11247723132969
1434A,SHP,2021,48h,48,PM10,8049,7714,7893,7691,95.55224251459808
1434A,SHP,2015,48h,48,SO2,8760,7672,8166,7659,87.43150684931507
1434A,SHP,2016,48h,48,SO2,8784,8304,8542,8298,94.4672131147541
1434A,SHP,2017,48h,48,SO2,8760,8327,8533,8318,94.95433789954339
1434A,SHP,2018,48h,48,SO2,8760,7759,8092,7717,88.09360730593608
1434A,SHP,2019,48h,48,SO2,8760,7450,8148,7412,84.61187214611871
1434A,SHP,2020,48h,48,SO2,8784,8195,8511,8153,92.81648451730419
1434A,SHP,2021,48h,48,SO2,8049,7714,7882,7667,95.25406882842589
1434A,SHP,2015,48h,48,NO2,8760,7672,8140,7632,87.12328767123287
1434A,SHP,2016,48h,48,NO2,8784,8304,8547,8303,94.52413479052824
1434A,SHP,2017,48h,48,NO2,8760,8327,8529,8314,94.90867579908677
1434A,SHP,2018,48h,48,NO2,8760,7759,8061,7684,87.71689497716895
1434A,SHP,2019,48h,48,NO2,8760,7450,8079,7347,83.86986301369863
1434A,SHP,2020,48h,48,NO2,8784,8195,8499,8132,92.57741347905282
1434A,SHP,2021,48h,48,NO2,8049,7714,7881,7668,95.26649273201639
1434A,SHP,2015,48h,48,O3-8h,8760,7672,8180,7672,87.57990867579909
1434A,SHP,2016,48h,48,O3-8h,8784,8304,8545,8301,94.50136612021858
1434A,SHP,2017,48h,48,O3-8h,8760,8327,8544,8326,95.04566210045662
1434A,SHP,2018,48h,48,O3-8h,8760,7759,8133,7745,88.41324200913242
1434A,SHP,2019,48h,48,O3-8h,8760,7450,8199,7450,85.04566210045662
1434A,SHP,2020,48h,48,O3-8h,8784,8195,8574,8192,93.26047358834244
1434A,SHP,2021,48h,48,O3-8h,8049,7714,7841,7630,94.7943843955771
1434A,SHP,2015,48h,48,CO,8760,7672,8180,7672,87.57990867579909
1434A,SHP,2016,48h,48,CO,8784,8304,8547,8303,94.52413479052824
1434A,SHP,2017,48h,48,CO,8760,8327,8501,8295,94.6917808219178
1434A,SHP,2018,48h,48,CO,8760,7759,8105,7728,88.21917808219179
1434A,SHP,2019,48h,48,CO,8760,7450,8151,7412,84.61187214611871
1434A,SHP,2020,48h,48,CO,8784,8195,8530,8162,92.91894353369763
1434A,SHP,2021,48h,48,CO,8049,7714,7889,7670,95.2913405391974
1434A,SHP,2015,48h,48,U10,8760,7672,8753,7672,87.57990867579909
1434A,SHP,2016,48h,48,U10,8784,8304,8784,8304,94.53551912568307
1434A,SHP,2017,48h,48,U10,8760,8327,8760,8327,95.05707762557077
1434A,SHP,2018,48h,48,U10,8760,7759,8760,7759,88.57305936073058
1434A,SHP,2019,48h,48,U10,8760,7450,8760,7450,85.04566210045662
1434A,SHP,2020,48h,48,U10,8784,8195,8784,8195,93.29462659380692
1434A,SHP,2021,48h,48,U10,8049,7714,8048,7713,95.82556839358926
1434A,SHP,2015,48h,48,V10,8760,7672,8753,7672,87.57990867579909
1434A,SHP,2016,48h,48,V10,8784,8304,8784,8304,94.53551912568307
1434A,SHP,2017,48h,48,V10,8760,8327,8760,8327,95.05707762557077
1434A,SHP,2018,48h,48,V10,8760,7759,8760,7759,88.57305936073058
1434A,SHP,2019,48h,48,V10,8760,7450,8760,7450,85.04566210045662
1434A,SHP,2020,48h,48,V10,8784,8195,8784,8195,93.29462659380692
1434A,SHP,2021,48h,48,V10,8049,7714,8048,7713,95.82556839358926
1434A,SHP,2015,48h,48,T2,8760,7672,8753,7672,87.57990867579909
1434A,SHP,2016,48h,48,T2,8784,8304,8784,8304,94.53551912568307
1434A,SHP,2017,48h,48,T2,8760,8327,8760,8327,95.05707762557077
1434A,SHP,2018,48h,48,T2,8760,7759,8760,7759,88.57305936073058
1434A,SHP,2019,48h,48,T2,8760,7450,8760,7450,85.04566210045662
1434A,SHP,2020,48h,48,T2,8784,8195,8784,8195,93.29462659380692
1434A,SHP,2021,48h,48,T2,8049,7714,8048,7713,95.82556839358926
1434A,SHP,2015,48h,48,RH2,8760,7672,8753,7672,87.57990867579909
1434A,SHP,2016,48h,48,RH2,8784,8304,8784,8304,94.53551912568307
1434A,SHP,2017,48h,48,RH2,8760,8327,8760,8327,95.05707762557077
1434A,SHP,2018,48h,48,RH2,8760,7759,8760,7759,88.57305936073058
1434A,SHP,2019,48h,48,RH2,8760,7450,8760,7450,85.04566210045662
1434A,SHP,2020,48h,48,RH2,8784,8195,8784,8195,93.29462659380692
1434A,SHP,2021,48h,48,RH2,8049,7714,8049,7714,95.83799229717978
1434A,SHP,2015,48h,48,PBLH,8760,7672,8753,7672,87.57990867579909
1434A,SHP,2016,48h,48,PBLH,8784,8304,8784,8304,94.53551912568307
1434A,SHP,2017,48h,48,PBLH,8760,8327,8760,8327,95.05707762557077
1434A,SHP,2018,48h,48,PBLH,8760,7759,8760,7759,88.57305936073058
1434A,SHP,2019,48h,48,PBLH,8760,7450,8760,7450,85.04566210045662
1434A,SHP,2020,48h,48,PBLH,8784,8195,8784,8195,93.29462659380692
1434A,SHP,2021,48h,48,PBLH,8049,7714,8048,7713,95.82556839358926
1434A,SHP,2015,72h,72,PM10,8760,7673,8165,7660,87.44292237442922
1434A,SHP,2016,72h,72,PM10,8784,8290,8530,8272,94.1712204007286
1434A,SHP,2017,72h,72,PM10,8760,8321,8444,8229,93.93835616438356
1434A,SHP,2018,72h,72,PM10,8760,7679,8079,7626,87.05479452054794
1434A,SHP,2019,72h,72,PM10,8760,7411,7865,7154,81.66666666666667
1434A,SHP,2020,72h,72,PM10,8784,8199,8515,8185,93.18078324225864
1434A,SHP,2021,72h,72,PM10,8049,7690,7893,7667,95.25406882842589
1434A,SHP,2015,72h,72,SO2,8760,7673,8166,7659,87.43150684931507
1434A,SHP,2016,72h,72,SO2,8784,8290,8542,8284,94.30783242258653
1434A,SHP,2017,72h,72,SO2,8760,8321,8533,8312,94.88584474885845
1434A,SHP,2018,72h,72,SO2,8760,7679,8092,7639,87.20319634703196
1434A,SHP,2019,72h,72,SO2,8760,7411,8148,7373,84.16666666666667
1434A,SHP,2020,72h,72,SO2,8784,8199,8511,8158,92.87340619307832
1434A,SHP,2021,72h,72,SO2,8049,7690,7882,7642,94.9434712386632
1434A,SHP,2015,72h,72,NO2,8760,7673,8140,7633,87.13470319634703
1434A,SHP,2016,72h,72,NO2,8784,8290,8547,8289,94.36475409836066
1434A,SHP,2017,72h,72,NO2,8760,8321,8529,8308,94.84018264840182
1434A,SHP,2018,72h,72,NO2,8760,7679,8061,7606,86.82648401826484
1434A,SHP,2019,72h,72,NO2,8760,7411,8079,7312,83.47031963470319
1434A,SHP,2020,72h,72,NO2,8784,8199,8499,8137,92.63433515482696
1434A,SHP,2021,72h,72,NO2,8049,7690,7881,7642,94.9434712386632
1434A,SHP,2015,72h,72,O3-8h,8760,7673,8180,7673,87.59132420091325
1434A,SHP,2016,72h,72,O3-8h,8784,8290,8545,8287,94.341985428051
1434A,SHP,2017,72h,72,O3-8h,8760,8321,8544,8320,94.97716894977168
1434A,SHP,2018,72h,72,O3-8h,8760,7679,8133,7666,87.51141552511416
1434A,SHP,2019,72h,72,O3-8h,8760,7411,8199,7411,84.60045662100457
1434A,SHP,2020,72h,72,O3-8h,8784,8199,8574,8196,93.30601092896174
1434A,SHP,2021,72h,72,O3-8h,8049,7690,7841,7611,94.55833022735743
