station_code,station_name,year,rows,variable,missing_count,missing_pct
2880A,DSXL,2015,8760,AQI,623,7.111872146118721
2880A,DSXL,2015,8760,PM2.5,679,7.751141552511416
2880A,DSXL,2015,8760,PM10,2749,31.381278538812786
2880A,DSXL,2015,8760,SO2,634,7.237442922374429
2880A,DSXL,2015,8760,NO2,638,7.283105022831051
2880A,DSXL,2015,8760,O3-8h,640,7.30593607305936
2880A,DSXL,2015,8760,CO,650,7.4200913242009126
2880A,DSXL,2015,8760,U10,7,0.07990867579908677
2880A,DSXL,2015,8760,V10,7,0.07990867579908677
2880A,DSXL,2015,8760,T2,7,0.07990867579908677
2880A,DSXL,2015,8760,RH2,7,0.07990867579908677
2880A,DSXL,2015,8760,PBLH,7,0.07990867579908677
2880A,DSXL,2016,8784,AQI,316,3.5974499089253187
2880A,DSXL,2016,8784,PM2.5,380,4.326047358834244
2880A,DSXL,2016,8784,PM10,1702,19.376138433515482
2880A,DSXL,2016,8784,SO2,308,3.5063752276867035
2880A,DSXL,2016,8784,NO2,309,3.5177595628415297
2880A,DSXL,2016,8784,O3-8h,337,3.8365209471766852
2880A,DSXL,2016,8784,CO,305,3.4722222222222223
2880A,DSXL,2016,8784,U10,0,0.0
2880A,DSXL,2016,8784,V10,0,0.0
2880A,DSXL,2016,8784,T2,0,0.0
2880A,DSXL,2016,8784,RH2,0,0.0
2880A,DSXL,2016,8784,PBLH,0,0.0
2880A,DSXL,2017,8760,AQI,246,2.808219178082192
2880A,DSXL,2017,8760,PM2.5,262,2.990867579908676
2880A,DSXL,2017,8760,PM10,627,7.157534246575342
2880A,DSXL,2017,8760,SO2,256,2.922374429223744
2880A,DSXL,2017,8760,NO2,258,2.945205479452055
2880A,DSXL,2017,8760,O3-8h,246,2.808219178082192
2880A,DSXL,2017,8760,CO,258,2.945205479452055
2880A,DSXL,2017,8760,U10,0,0.0
2880A,DSXL,2017,8760,V10,0,0.0
2880A,DSXL,2017,8760,T2,0,0.0
2880A,DSXL,2017,8760,RH2,0,0.0
2880A,DSXL,2017,8760,PBLH,0,0.0
2880A,DSXL,2018,8760,AQI,547,6.244292237442922
2880A,DSXL,2018,8760,PM2.5,554,6.324200913242009
2880A,DSXL,2018,8760,PM10,579,6.609589041095891
2880A,DSXL,2018,8760,SO2,568,6.4840182648401825
2880A,DSXL,2018,8760,NO2,585,6.678082191780822
2880A,DSXL,2018,8760,O3-8h,531,6.061643835616438
2880A,DSXL,2018,8760,CO,564,6.438356164383562
2880A,DSXL,2018,8760,U10,0,0.0
2880A,DSXL,2018,8760,V10,0,0.0
2880A,DSXL,2018,8760,T2,0,0.0
2880A,DSXL,2018,8760,RH2,0,0.0
2880A,DSXL,2018,8760,PBLH,0,0.0
2880A,DSXL,2019,8760,AQI,401,4.577625570776256
2880A,DSXL,2019,8760,PM2.5,409,4.668949771689498
2880A,DSXL,2019,8760,PM10,407,4.646118721461187
2880A,DSXL,2019,8760,SO2,433,4.942922374429224
2880A,DSXL,2019,8760,NO2,466,5.319634703196347
2880A,DSXL,2019,8760,O3-8h,376,4.292237442922374
2880A,DSXL,2019,8760,CO,429,4.897260273972603
2880A,DSXL,2019,8760,U10,0,0.0
2880A,DSXL,2019,8760,V10,0,0.0
2880A,DSXL,2019,8760,T2,0,0.0
2880A,DSXL,2019,8760,RH2,0,0.0
2880A,DSXL,2019,8760,PBLH,0,0.0
2880A,DSXL,2020,8784,AQI,343,3.9048269581056463
2880A,DSXL,2020,8784,PM2.5,210,2.390710382513661
2880A,DSXL,2020,8784,PM10,217,2.4704007285974496
2880A,DSXL,2020,8784,SO2,206,2.3451730418943533
2880A,DSXL,2020,8784,NO2,282,3.210382513661202
2880A,DSXL,2020,8784,O3-8h,132,1.5027322404371584
2880A,DSXL,2020,8784,CO,219,2.4931693989071038
2880A,DSXL,2020,8784,U10,0,0.0
2880A,DSXL,2020,8784,V10,0,0.0
2880A,DSXL,2020,8784,T2,0,0.0
2880A,DSXL,2020,8784,RH2,0,0.0
2880A,DSXL,2020,8784,PBLH,0,0.0
2880A,DSXL,2021,8049,AQI,497,6.174680084482544
2880A,DSXL,2021,8049,PM2.5,322,4.00049695614362
2880A,DSXL,2021,8049,PM10,292,3.627779848428376
2880A,DSXL,2021,8049,SO2,236,2.9320412473599204
2880A,DSXL,2021,8049,NO2,261,3.2426388371226236
2880A,DSXL,2021,8049,O3-8h,199,2.4723568145111194
2880A,DSXL,2021,8049,CO,251,3.1183998012175427
2880A,DSXL,2021,8049,U10,1,0.012423903590508137
2880A,DSXL,2021,8049,V10,1,0.012423903590508137
2880A,DSXL,2021,8049,T2,1,0.012423903590508137
2880A,DSXL,2021,8049,RH2,0,0.0
2880A,DSXL,2021,8049,PBLH,1,0.012423903590508137
3136A,LQXQ,2015,8760,AQI,730,8.333333333333332
3136A,LQXQ,2015,8760,PM2.5,881,10.057077625570777
3136A,LQXQ,2015,8760,PM10,3594,41.02739726027397
3136A,LQXQ,2015,8760,SO2,821,9.372146118721462
3136A,LQXQ,2015,8760,NO2,806,9.200913242009133
3136A,LQXQ,2015,8760,O3-8h,758,8.65296803652968
3136A,LQXQ,2015,8760,CO,908,10.365296803652967
3136A,LQXQ,2015,8760,U10,7,0.07990867579908677
3136A,LQXQ,2015,8760,V10,7,0.07990867579908677
3136A,LQXQ,2015,8760,T2,7,0.07990867579908677
3136A,LQXQ,2015,8760,RH2,7,0.07990867579908677
3136A,LQXQ,2015,8760,PBLH,7,0.07990867579908677
3136A,LQXQ,2016,8784,AQI,4014,45.69672131147541
3136A,LQXQ,2016,8784,PM2.5,4201,47.82559198542805
3136A,LQXQ,2016,8784,PM10,5685,64.71994535519126
3136A,LQXQ,2016,8784,SO2,4060,46.22040072859745
3136A,LQXQ,2016,8784,NO2,4148,47.22222222222222
3136A,LQXQ,2016,8784,O3-8h,4088,46.5391621129326
3136A,LQXQ,2016,8784,CO,4070,46.33424408014572
3136A,LQXQ,2016,8784,U10,0,0.0
3136A,LQXQ,2016,8784,V10,0,0.0
3136A,LQXQ,2016,8784,T2,0,0.0
3136A,LQXQ,2016,8784,RH2,0,0.0
3136A,LQXQ,2016,8784,PBLH,0,0.0
3136A,LQXQ,2017,8760,AQI,666,7.602739726027398
3136A,LQXQ,2017,8760,PM2.5,680,7.76255707762557
3136A,LQXQ,2017,8760,PM10,1693,19.32648401826484
3136A,LQXQ,2017,8760,SO2,621,7.089041095890411
3136A,LQXQ,2017,8760,NO2,613,6.997716894977168
3136A,LQXQ,2017,8760,O3-8h,588,6.712328767123288
3136A,LQXQ,2017,8760,CO,625,7.134703196347032
3136A,LQXQ,2017,8760,U10,0,0.0
3136A,LQXQ,2017,8760,V10,0,0.0
3136A,LQXQ,2017,8760,T2,0,0.0
3136A,LQXQ,2017,8760,RH2,0,0.0
3136A,LQXQ,2017,8760,PBLH,0,0.0
3136A,LQXQ,2018,8760,AQI,677,7.7283105022831045
3136A,LQXQ,2018,8760,PM2.5,686,7.831050228310503
3136A,LQXQ,2018,8760,PM10,822,9.383561643835616
3136A,LQXQ,2018,8760,SO2,686,7.831050228310503
3136A,LQXQ,2018,8760,NO2,697,7.95662100456621
3136A,LQXQ,2018,8760,O3-8h,649,7.408675799086758
3136A,LQXQ,2018,8760,CO,684,7.808219178082192
3136A,LQXQ,2018,8760,U10,0,0.0
3136A,LQXQ,2018,8760,V10,0,0.0
3136A,LQXQ,2018,8760,T2,0,0.0
3136A,LQXQ,2018,8760,RH2,0,0.0
3136A,LQXQ,2018,8760,PBLH,0,0.0
3136A,LQXQ,2019,8760,AQI,484,5.525114155251141
3136A,LQXQ,2019,8760,PM2.5,525,5.993150684931506
3136A,LQXQ,2019,8760,PM10,509,5.810502283105023
3136A,LQXQ,2019,8760,SO2,489,5.582191780821918
3136A,LQXQ,2019,8760,NO2,501,5.719178082191781
3136A,LQXQ,2019,8760,O3-8h,434,4.954337899543379
3136A,LQXQ,2019,8760,CO,483,5.513698630136987
3136A,LQXQ,2019,8760,U10,0,0.0
3136A,LQXQ,2019,8760,V10,0,0.0
3136A,LQXQ,2019,8760,T2,0,0.0
3136A,LQXQ,2019,8760,RH2,0,0.0
3136A,LQXQ,2019,8760,PBLH,0,0.0
3136A,LQXQ,2020,8784,AQI,344,3.9162112932604733
3136A,LQXQ,2020,8784,PM2.5,248,2.823315118397086
3136A,LQXQ,2020,8784,PM10,239,2.720856102003643
3136A,LQXQ,2020,8784,SO2,273,3.1079234972677594
3136A,LQXQ,2020,8784,NO2,281,3.198998178506375
3136A,LQXQ,2020,8784,O3-8h,215,2.447632058287796
3136A,LQXQ,2020,8784,CO,240,2.73224043715847
3136A,LQXQ,2020,8784,U10,0,0.0
3136A,LQXQ,2020,8784,V10,0,0.0
3136A,LQXQ,2020,8784,T2,0,0.0
3136A,LQXQ,2020,8784,RH2,0,0.0
3136A,LQXQ,2020,8784,PBLH,0,0.0
3136A,LQXQ,2021,8049,AQI,366,4.547148714125979
3136A,LQXQ,2021,8049,PM2.5,211,2.621443657597217
3136A,LQXQ,2021,8049,PM10,211,2.621443657597217
3136A,LQXQ,2021,8049,SO2,240,2.981736861721953
3136A,LQXQ,2021,8049,NO2,253,3.143247608398559
3136A,LQXQ,2021,8049,O3-8h,204,2.5344763324636603
3136A,LQXQ,2021,8049,CO,234,2.9071934401789044
3136A,LQXQ,2021,8049,U10,1,0.012423903590508137
3136A,LQXQ,2021,8049,V10,1,0.012423903590508137
3136A,LQXQ,2021,8049,T2,1,0.012423903590508137
3136A,LQXQ,2021,8049,RH2,0,0.0
3136A,LQXQ,2021,8049,PBLH,1,0.012423903590508137
3358A,LJL,2015,8760,AQI,730,8.333333333333332
3358A,LJL,2015,8760,PM2.5,803,9.166666666666666
3358A,LJL,2015,8760,PM10,3128,35.70776255707763
3358A,LJL,2015,8760,SO2,750,8.561643835616438
3358A,LJL,2015,8760,NO2,830,9.474885844748858
3358A,LJL,2015,8760,O3-8h,749,8.550228310502284
3358A,LJL,2015,8760,CO,754,8.60730593607306
3358A,LJL,2015,8760,U10,7,0.07990867579908677
3358A,LJL,2015,8760,V10,7,0.07990867579908677
3358A,LJL,2015,8760,T2,7,0.07990867579908677
3358A,LJL,2015,8760,RH2,7,0.07990867579908677
3358A,LJL,2015,8760,PBLH,7,0.07990867579908677
3358A,LJL,2016,8784,AQI,331,3.7682149362477233
3358A,LJL,2016,8784,PM2.5,417,4.747267759562841
3358A,LJL,2016,8784,PM10,2337,26.6051912568306
3358A,LJL,2016,8784,SO2,337,3.8365209471766852
3358A,LJL,2016,8784,NO2,377,4.291894353369763
3358A,LJL,2016,8784,O3-8h,342,3.8934426229508197
3358A,LJL,2016,8784,CO,356,4.052823315118397
3358A,LJL,2016,8784,U10,0,0.0
3358A,LJL,2016,8784,V10,0,0.0
3358A,LJL,2016,8784,T2,0,0.0
3358A,LJL,2016,8784,RH2,0,0.0
3358A,LJL,2016,8784,PBLH,0,0.0
3358A,LJL,2017,8760,AQI,243,2.7739726027397262
3358A,LJL,2017,8760,PM2.5,221,2.5228310502283104
3358A,LJL,2017,8760,PM10,1714,19.5662100456621
3358A,LJL,2017,8760,SO2,220,2.5114155251141552
3358A,LJL,2017,8760,NO2,230,2.6255707762557075
3358A,LJL,2017,8760,O3-8h,200,2.28310502283105
3358A,LJL,2017,8760,CO,224,2.5570776255707766
3358A,LJL,2017,8760,U10,0,0.0
3358A,LJL,2017,8760,V10,0,0.0
3358A,LJL,2017,8760,T2,0,0.0
3358A,LJL,2017,8760,RH2,0,0.0
3358A,LJL,2017,8760,PBLH,0,0.0
3358A,LJL,2018,8760,AQI,679,7.751141552511416
3358A,LJL,2018,8760,PM2.5,674,7.694063926940639
3358A,LJL,2018,8760,PM10,2183,24.920091324200914
3358A,LJL,2018,8760,SO2,708,8.082191780821917
3358A,LJL,2018,8760,NO2,712,8.12785388127854
3358A,LJL,2018,8760,O3-8h,672,7.671232876712329
3358A,LJL,2018,8760,CO,711,8.116438356164384
3358A,LJL,2018,8760,U10,0,0.0
3358A,LJL,2018,8760,V10,0,0.0
3358A,LJL,2018,8760,T2,0,0.0
3358A,LJL,2018,8760,RH2,0,0.0
3358A,LJL,2018,8760,PBLH,0,0.0
3358A,LJL,2019,8760,AQI,425,4.851598173515981
3358A,LJL,2019,8760,PM2.5,433,4.942922374429224
3358A,LJL,2019,8760,PM10,618,7.054794520547945
3358A,LJL,2019,8760,SO2,488,5.570776255707763
3358A,LJL,2019,8760,NO2,481,5.4908675799086755
3358A,LJL,2019,8760,O3-8h,400,4.5662100456621
3358A,LJL,2019,8760,CO,468,5.342465753424658
3358A,LJL,2019,8760,U10,0,0.0
3358A,LJL,2019,8760,V10,0,0.0
3358A,LJL,2019,8760,T2,0,0.0
3358A,LJL,2019,8760,RH2,0,0.0
3358A,LJL,2019,8760,PBLH,0,0.0
3358A,LJL,2020,8784,AQI,287,3.267304189435337
3358A,LJL,2020,8784,PM2.5,143,1.627959927140255
3358A,LJL,2020,8784,PM10,133,1.5141165755919854
3358A,LJL,2020,8784,SO2,176,2.0036429872495445
3358A,LJL,2020,8784,NO2,211,2.402094717668488
3358A,LJL,2020,8784,O3-8h,118,1.343351548269581
3358A,LJL,2020,8784,CO,186,2.1174863387978142
3358A,LJL,2020,8784,U10,0,0.0
3358A,LJL,2020,8784,V10,0,0.0
3358A,LJL,2020,8784,T2,0,0.0
3358A,LJL,2020,8784,RH2,0,0.0
3358A,LJL,2020,8784,PBLH,0,0.0
3358A,LJL,2021,8049,AQI,476,5.913778109081873
3358A,LJL,2021,8049,PM2.5,297,3.689899366380917
3358A,LJL,2021,8049,PM10,277,3.441421294570754
3358A,LJL,2021,8049,SO2,279,3.4662691017517706
3358A,LJL,2021,8049,NO2,267,3.3171822586656727
3358A,LJL,2021,8049,O3-8h,251,3.1183998012175427
3358A,LJL,2021,8049,CO,294,3.6526276556093924
3358A,LJL,2021,8049,U10,1,0.012423903590508137
3358A,LJL,2021,8049,V10,1,0.012423903590508137
3358A,LJL,2021,8049,T2,1,0.012423903590508137
3358A,LJL,2021,8049,RH2,0,0.0
3358A,LJL,2021,8049,PBLH,1,0.012423903590508137
